text,date,gold_label_list,,,
. @Jen_Psaki says she was  pleasantly surprised  how much President Trump knows about Juneteenth.,2020-6-19,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Q from @Peter_Alexander : Why did President Trump say he made Juneteenth famous and that no one knew about it when millions of black people commemorate it every year? @Jen_Psaki : There were a lot of people who didn t know what Juneteenth was based on Google searches.,2020-6-19,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Fear of deportation  never left : Iowa DACA recipients cheer Supreme Court decision, worry about future {URL} via @Des_Moines_Register ",2020-6-19,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"President Trump brought Juneteenth to National attention the same way that Russia brought Crimea to world attention.  And, @Jen_Psaki , the ends (awareness of Juneteenth) do NOT justify the means (Steve Miller’s cynicism).  We know about Juneteenth & Tulsa out of resistance to you.",2020-6-19,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Love’s A Game - It’s never left the live set and I think it has everything that I love about our band in there. Love you guys @Michele_Stodart @user @user ❤️#TimsTwitterListeningParty,2020-6-19,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
" @user Dan, I listen to your every show on YouTube, and I know you were Secret Service please tell me are you worried about President Trump trip to Tulsa I am so worried we can t lose our president.",2020-6-19,[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0],,,
So excited to welcome @user back to Arizona next week! I’ve been so impressed by the @Students_For_Trump in AZ and I know the president will be too! {URL},2020-6-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Many Happy Returns Of The Day  Mr. President @Gotabaya_Rajapaksa ❤️,2020-6-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"So honored and grateful  to celebrate #FathersDay ‍♀️‍♂�?�? what a privilege to honor the beloved, model perfect [husband x human being] father of my children, best friend forever and husband on this upcoming special day. @user {URL} ",2020-6-20,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Check out my classroom on @DonorsChoose ! I d love your help to bring my project to life: {URL} I m moving to 5th grade and have no books! This would help my scholars so much! Thank you for considering donating!,2020-6-20,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1],,,
#नन्हा_फरिश्त�?designed by @Dr_GURMEET_RAM_RAHIM . Thank you papa for everything. Love you,2020-6-20,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Mr. President, this is it-the true test of your character.  Only you know if you have done your best for all.   If you have, okay. If you haven’t, it is never too late to fix it.  God Bless America! @user ",2020-6-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The Oklahoma Supreme Court on Friday ruled that President Trump’s upcoming rally in #Tulsa can go ahead as planned despite concerns about #coronavirus -- just as Trump announced that a curfew in the city had been lifted for the rally  - via @Fox_News {URL},2020-6-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"LOVEE YOU GUYS, HAPPY 1MONTH DEBUTTTT #welldonesecretnumber @user @user ",2020-6-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
MINGI IS THE BESTEST BOY EVER!!! WE LOVE YOU MINGI ❤️♥️❣️ #ATEEZ #에이티즈 @ATEEZ,2020-6-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],,,
A new video emerged of a white Tulsa security guard killing a Black father on the eve of President Trump s reelection campaign rally in the city {URL} via @Business_Insider,2020-6-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"via @The_New_York_Times What an unnatural disaster: “RIGHT NOWAhead of President Trump’s rally in Tulsa, his campaign acknowledged that six staff members who were working on the event had tested positive for the virus during routine screening.�?{URL} ",2020-6-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Opinion | Nina Burleigh: Free Melania? New book proves President Trump s wife knows exactly what she s doing. {URL} - @NBC_News_THINK,2020-6-20,[0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Bought a new fishing rod and fishing shoes today and have my first trip planned for next weekend in Cardiff.. picked up a new UglyStick from @Cabela_s can’t wait to test it out,2020-6-21,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0],,,
Supreme Court of India: Video/ Tele consultation for home treatment of Covd-19 patients. - Sign the Petition! {URL} via @Change_org_Mxico,2020-6-21,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0],,,
United States Supreme Court: Justice for Lakeith Smith! - Sign the Petition! {URL} via @Change_org,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Liberal Groups Reveal Plan to Transform Supreme Court {URL} via @user,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Deeply Disturbing : New York Supreme Court Judge Rules Protesters Can Be Detained Indefinitely - {URL} via @Common_Dreams,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
PLEASE PLEASE SIGN AND SHARE #JusticeForKendrickJohnson ‼️‼️‼️‼️‼️‼️‼️‼️‼️United States Supreme Court: Justice for Kendrick Johnson - Sign the Petition! {URL} via @Change_org,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
I was supposed to be seeing your Flawless face Saturday @h and my heart breaks cause I’m not but I hope youre staying safe and well and see you front row pitt next year Beautiful. Xo & Happy Pride ️‍✨,2020-6-21,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Happy fathers day to you all men sitting in offices and robbing the future of our children ! @user @user @Solomon_Serwanjja Join me in wishing them a great day!,2020-6-21,[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
i feel like giving up on my work. Losing my drive & interests. Can you give me some motivation Nong @bright #talkwithbright,2020-6-21,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
PLEASE SIGN THE PETITION TO REOPEN THIS CASE.  THE FAMILY DESERVES JUSTICE. KENDRICK DESERVES JUSTICE.  United States Supreme Court: Justice for Kendrick Johnson - Sign the Petition {URL} via @Change_org,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"I really appreciate @user for bringing sober reality to divisive issues. It s also handy that he has worked, close to the metal, with these issues.  His insight was helpful with the mempool chained tx limit, and now Automatic Replay Protection. {URL} ",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
United States Supreme Court: JUSTICE FOR ANDRES GUARDADO - Sign the Petition! {URL} via @Change_org,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Giving up is Not in THALA Fans Bloods �? Halwa City I d Again Back to Bang on Twitter. Follow and Support @user Valimai | #ThalaAjith,2020-6-21,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
"Happy Father’s Day..No wait, Happy Father’s Day to the real fathers who actually take full responsibility in raising their kids.  FAMILY is the one of strongest words on this world, The letters of F-A-M-I-L-Y means Father And Mother I Love You @Vindu_Dara_Singh @Sidharth_Shukla ",2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
#righttolearn  Listen to our side of the story too. We are the parents who want our children to keep learning about the world through their online classes. #BanBedaChoiceBeku #OnlineClasses @B_S_Yediyurappa @S_Suresh_Kumar @user #NimmaSureshFail,2020-6-21,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1],,,
Great to see @user talking some common sense on BBC @BBC_Wales_Politics - we need to get our children back to school.,2020-6-21,[0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1],,,
#righttolearn #mannkibaat @S_Suresh_Kumar @CM_of_Karnataka We need to prepare our children to be physically & mentally strong to survive during covid and in the post covid world & for that they need access to social & emotional bonding through the safe video chats.,2020-6-21,[0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1],,,
"happy summer solstice, cheers! . .  @user #fetishfoto #PeterFelixKurtz {URL} . . #solstice #solstiss #summersolstice #summersolstice2020 #solstice2020 #summer #cheers #celebrate�?{URL} ",2020-6-21,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Idc that some of my Indian friends call him a sell out I still will forever love @Hasan_Minhaj,2020-6-21,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Roberts to @user Don’t Take the Supreme Court for Granted #Trump mad as a wet hen #SupremeCourt doesn t do #Trumps bidding, the audacity! No loyalty oath apparently. #DACADecision  �?{URL} ",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Happy Father’s Day dad . Every time I fall, you help me get back up again, even when I really don’t think I can. I’ve made a heart breaking decision recently and you’ve supported me every step of the way. Thank you @user ",2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Franklin Graham hit the Supreme Court with a reality check that put jaws on the ground {URL} via @user,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Happy Father’s Day to my main man!!  We love your Jesus-lovin�? hard workin�? mad skillz drummin�?heart! You’re our Superman. We love you, Daddy! @user #Imwiththedrummer {URL} ",2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Happy Father’s Day to all of the amazing fathers that are apart of this extended family. Huge shout out to the three fathers that sacrifice so much to be apart of this team on a daily basis. Coach wood, coach lightfoot, @user HAPPY FATHERS DAY!!",2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Supreme Court becomes supreme power, overruling president and Congress {URL} via @New_York_Post ",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
KrisAnne Hall JD explains why Supreme Court Justices are to be removed by impeachment for  Bad Behavior  for Legislating from the bench and why President Trump does NOT have to abide by unconstutional opinions. {URL} @user @Mark_R_Levin @President_Biden .,2020-6-21,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
HAPPY FATHERS DAY TO EVERY DAD EVERYWHERE BE~CUZZ I CARE ABOUT YOUR WELFARE   #FATHER  #CHILD #PATIENCE #TRUST #TIME #LOVE #PRIDE #JOY  GOD BLESS #OUR CHILDREN EVERYDAY IN EVERY WAY #YAHWEH✝️  BE~ @user �?{URL},2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Yes, The Supreme Court Non-Discrimination Decision Protect #Bisexual People Too {URL} via @Teen_Vogue ",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
This is just a pause for the SC waiting to see if Trump make it to Nov  Opinion: Bittersweet Week in Supreme Court Underscores Trump’s Threat to Civil Rights and Basic Humanity {URL} via @user,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
U.S. Supreme Court Declines To Hear Gun Rights Cases {URL} via @LEADERSHIP_NEWS,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Happy Father’s Day to all the amazing fathers and father figures! �?: renaldo0921 / @user @ Lagos, Nigeria {URL} ",2020-6-21,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Happy father s day to the most amazing father I have ever known. Before I saw how you were with Charlotte I had no idea fathers could love and give as much as you do. You re incredible and I am so happy to have you and Charlotte in my life. @user,2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
So happy @U_S_Postal_Service lost my absentee ballot in the mail.,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Summer solstice 2020: Sensual traditions on the longest day of the year {URL} via @CNN_Travel Feliz Verano a todos! Happy Summer to all!,2020-6-21,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Dear @user just saw your interview on @Jake_Tapper #CNNSOTU  My uncle is dead from #COVID. One of the best men I have ever known and he died alone. That  tongue in cheek joke  isn t funny.    You would be lucky to be half the man he was.  You are not.  Learn some respect,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"The absolute state of @Sky_Sports , might as well be called Liverpoolsports. The unbiased panel for the Merseyside derby is Graeme Souness, Jamie Redknapp and Jamie Carragher - you can’t make it up!!!   The medie darlings back again....",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"#लिक्वीडेटर_हटाओ #लिक्वीडेटर_हटाओ  Sir, we saved our money for bad time or for our childrens education n marriage. Due to Adarsh crisis we are unable to give good education to our children.We are feeling handicapped.Please help us to get our money @PMO_India ",2020-6-21,[0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0],,,
. @Kat_Timpf said the media should  focus on the law  and not the politics of the recent Supreme Court decisions because the New York Times caused major confusion for changing a headline.  #MediaBuzz,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"The black Senator from So. Carina, @Tim_Scott , follows Trump disrespecting black women like the @Formerly_AM_JOY_on_MSNBC host. Scott goes on @ABC_News that had to put their executive on leave for disrespecting their black employees. I hope the women of So.Carolina remembers.",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
United States Supreme Court: Justice for Kendrick Johnson - {URL} via @Change_org,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Ended up only making two laps in the feature last night @user before the left front ripped off. Gonna come beck strong next weekend. @user @user @user @user @user @user,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Happy Fathers Day to my Dad, Rick! Since DAY ONE of LBs Circuit Training @user he has made sure the gym is always CLEAN and TIDY! He comes in to the gym twice a day, everyday since Sept 10th, 2015 ❤️ From the�?{URL} ",2020-6-21,[0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],,,
"Sparks �?The Number One Song in Heaven @SPARKS {URL}  The lyrics are weak, but the music is sound. ",2020-6-21,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"During this current @Welsh_Parliament term, we’ve tragically lost three members. It’s not the number one priority at the moment but I’ve been working, along with others, to get the Commission to agree to plaques commemorating those members who’ve passed away whilst in post.",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Trump and his CINO (Christian In Name Only) White Evangelical followers are evil incarnate.   Trump aims to end Dreamers program in six months despite Supreme Court defeat {URL} @user,2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Decided to go with Fantastical combined with Todoist for my calendar and recurring task solution. Really appreciate the desktop application to use along with the mobile! I got my non-recurring tasks setup in @user , and it’s going so well!",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
Love this!! Group of Black Women Leaders Launches a Scholarship For Young Women Like Them {URL} Proud of #BWISE @user,2020-6-21,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1],,,
Happy Father’s Day To All Of The Amazing Fathers & Fathers To Be! Thanks @user for the lovely frames! Te amo tanto!   #fathersday #instagood #fathersdaygifts #love #baby #photography #photooftheday�?{URL},2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Happy Father s Day to @user , who is essentially both parents to us.  That is how VATSIM works, right?",2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"1/7 @user , Why is it when Black students are victimized, there is no justice, no support? Why do boards/schools constantly make excuses for white perpetrators who abuse our children? Why move the teachers/administrators around instead of firing them for wrong doings?",2020-6-21,[0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1],,,
"4 months ago I was prepping for last gig @user before giving up music. This week, even though I didn’t make the FOTN shortlist, the very idea that @user had listened to new music I’d created and felt pride in creating + also had the desire to create 1st solo EP is",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Final from @user Fathers Day Classic: @user 5 Niners 0 Well run tournament with great competition.  Niners fall to 7-4 and will be back in action next weekend at The Louisiana Showcase. Next game: Vs. @user Fri. 4pm in Houma, LA",2020-6-21,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
Happy Fathers Day! Kimberly Sells McKinney cranking @Bootsy_Collins and FrankieBeverly and Maze on the Veranda Happy Hour. She was jamming The King of Go Go - Chuck Brown earlier!  Thank You @Sonos,2020-6-21,[0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Happy Father’s Day @user Hope you had an amazing day!! Thank you for being the Best father to our children !!,2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Father s day set done for @user  s family. Glad he loved the shirts.   Happy Fathers Day to all the Amazing Fathers out there. @ Tampa, Florida {URL} ",2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
South Carolina Supreme Court Declares James Brown’s Last Partner Was Not His Legal Wife {URL} via @billboard,2020-6-21,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Giving up the dream. Reality dictates that I let the 56 GMC NAPCO go. {URL} via @user Please retweet as much as possible.,2020-6-21,[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
#IntroduceYourDad TRUE STORY  All of my younger cousins on his side also call him  daddy . He s the main father figure on our family #TheMorningRush @user,2020-6-21,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Black Lives Matter, Governor of South Carolina, South Carolina Supreme Court, South Carolina senators: Free Curtis Price - Sign the Petition! {URL} via @Change_org ",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Happy Father’s Day to all the Father’s out there! My Father dropped my Mom off at the hospital and went to Pimlico for the day!  RIP Dad/ he would love knowing how much I love the Horses @user @user @user @user,2020-6-21,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0],,,
"Next weekend Virtual Black Pride brought to you by Tri-State Black Pride! @user #tristateblackpride #blackpride #midsouthpride #Memphispride #teammemphisprides #virtualpride @ Memphis, Tennessee {URL} ",2020-6-21,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Make it a hot girl summer with these bundles @user #PBHC,2020-6-23,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
plasticsimz: Hot Girl Summer Collection(BRANDY X PLASTIC) ATTENTION ALL MY LADIES!!! It’s Hot Girl Summer Time in sims! CLICK LINK BELOW TO DOWNLOAD ❤️ A big thank you to brandy sims this was a dream come true! @user Tou Found in Full... {URL},2020-6-24,[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"#NEW #99c #KU The call him the king. He’s not my king. He’s my tormentor, my captor—my secret dark desire�?The King by @user #BratvaBlood {URL} ",2020-6-25,[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
A charming take on patriotism:   Lawmakers want answers from Trump Administration on reports Russia paid Taliban to attack US troops - Fox News {URL} via @Google_News,2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
WATCH THIS!!! I made it into new @Nonpoint music video!! (3:02) #RememberMe #TributeToEssentialWorkers {URL},2020-6-28,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Swamp is tough.. he going to keep getting better. BUT... in my humble opinion, he should stay away from @user for now at least ",2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
MORE & MORE  by @TWICE is charting at #27 on global YouTube music video chart this week (9.86 million views).,2020-6-28,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Gangnam Style  by @PSY is charting at #39 on global YouTube music video chart this week (8.83 million views).,2020-6-28,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Fanfare by @TWICE debuted at #47 on global YouTube music video chart this week (8.33 million views).,2020-6-28,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Bro @DaBaby and @Roddy_Ricch #Rockstar music Video was dope af haha,2020-6-28,[0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Rocket League Community Night starts....now!   Open lobbies if we have space, come through and watch me absolutely stink the join up!  #twitch @user #rocketleague {URL} ",2020-6-28,[0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0],,,
Left & Right  by @SEVENTEEN debuted at #48 on global YouTube music video chart this week (8.16 million views).,2020-6-28,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
REVIEW The King: Eternal Monarch {URL} @user #HappyBlogging,2020-6-28,[1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
A message for Jenna Marbles. {URL} via @YouTube #jennaweloveyou #jennamarbles,2020-6-28,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
cinnamons × evening cinema - summertime (Official Music Video) {URL} @YouTube より,2020-6-28,[1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
New article:  Pvt banks to catch up soon on credit guarantee scheme for MSMEs: Kotak    has been published on Fintech Zoom - {URL} @user #Fintech #Blockchain #Crypto #Cryptocurrency #ICO,2020-6-28,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
"I need to understand why @Access_Bank_Plc made a deduction on my account without it displaying among my transaction history in the mobile app @Access_Bank_Help Also, �?6.31k for sms alert? The kobo though. Just open your dm ASAP. We get many talks to talk. Thanks",2020-6-28,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
"Trump touts ratings for rally, Fox News town hall:  These are the real polls  {URL} Now this sounds like yje @user .com @Eric_Trump .com Keep going.",2020-6-28,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Grandpa Trump Calls Fox & Friends | The Daily Show {URL} via @YouTube Read somewhere that Fox News don t want Trump to be reelected.  I can see why.  I remembered this one.,2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Cassie [feat. Lil Wayne] - Official Girl (Official Music Video) {URL} via @YouTube �?2020-06-28,[0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,,
SAINt JHN - Roses (Imanbek Remix) (Official Music Video) {URL} via . @YouTube,2020-6-28,[0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Fox News Channel | Gowdy: We can no longer trust our institutions {URL} via @user,2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Dear @Access_Bank_Help I dont understand why you guys will be deducting N100 as stampduties per online transaction I do. That charge is not only excessive and unwarranted but is also illegal. I intend to challenge it and move my account to @Stanbic_IBTC or @UBA_Group,2020-6-28,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"#ACCESSBANK Nigeria is  Defrauding customers using #Stampduty. Boycott the bank, stop transactions with the bank. They deducted #300Naira 3 times from me. #CorporateFraud ,corporate thieves @Access_Bank_Plc ",2020-6-28,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"“Once we clear away the chaff of Aurangzeb the myth, we can confront the fascinating puzzle of Aurangzeb the king. A pivotal figure in the Indian medieval past�?Fascinating, unbiased, historical and gripping account by @Dr_Audrey_Truschke ",2020-6-28,[1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0],,,
Crossfaith -  None of Your Business (feat. Jin Dogg)  Official Music Video {URL} @YouTube より,2020-6-28,[0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Jackson Wang - 100 Ways (Official Music Video) {URL} 30,610,989 @Jackson_Wang #JacksonWang @GOT7 #GOT7",2020-6-28,[0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
"I don t understand why some people are totally against doing a streaming party with a rapper s fandom Nowadays rappers have many songs with different genre rock, rnb, pop, dancehall, house, edm, reggaeton... There are many who can blend in GOT7 s songs #GOT7 @GOT7 ",2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"twice didn t win on inkigayo today and it s the last chance. we didn t get that 10th win for more & more  onces you did great let s just work hard next time, for our girls because they deserve to win. let s just focus now on voting in choeaedol, stream more&more also @TWICE ",2020-6-28,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Red Hot Chili Peppers - By The Way [Official Music Video] {URL} @YouTube より,2020-6-28,[1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Fox News: Scientists spot promising super-Earth planets just 11 light-years away. {URL} via @Google_News,2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
I don t understand why people want @Karan_Johar to cast Good Actors? Film ki script toh waise bhi kharaab hoti hai aur upar se achhe actors ko cast karke unki acting skills ko kyon kharaab karna?  #Nepotismrocks,2020-6-28,[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0],,,
YES - Owner of a Lonely Heart (Official Music Video) {URL} @YouTube より,2020-6-28,[1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
New Mexico tribes play catch up in census count {URL} vai @user,2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Disturbed  - The Sound Of Silence [Official Music Video] {URL} via @YouTube @user More suited to your  gentle sensibilities  perhaps? Enjoy and Happy Sunday.,2020-6-28,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Artists to have most numbers of music video with over 6M+ likes on YouTube  1. @BTS_twt �?13 MV 2. JB , bp �?5 #BTS #Blackpink #jB",2020-6-28,[0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0],,,
Following post is really great!  Which explains how @JetBrains_Rider works behind the scenes!  How UI (#Java) interacts with ReSharper (#dotnet) back-end for various purposes!  Really a great work and masterpiece from @JetBrains team! {URL},2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
Feeling very sad to learn the @user summer school for 2020 is another event that will not be taking place due to . I understand why. But it’s still a disappointment. Fingers crossed for September 2021!,2020-6-28,[0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1],,,
#शिक्षाविभाग_alotdistrict_rankwise Please help Sir @Arvind_Sharma ! All seats given to female candidates. We work hard to get marks and rank. #शिक्षाविभाग_alotdistrict_rankwise  @Upenyadav75 @Ashok_Gehlot @ZEE_Rajasthan @Govind_Singh_Dotasra @CMO_Rajasthan,2020-6-28,[0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0],,,
"CNN, MSNBC, Fox News are discussing ways to coordinate their coverage to reduce the number of journalists in potentially infectious areas {URL} via @The_Wall_Street_Journal ",2020-6-28,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
